source_id,api_name,api_mode,api_version,source_url,path,method,operation_id,name,in,required,type,description
riskquery_v1,risk,query,1.0,https://api.fenergox.com/riskquery/swagger/1.0/swagger.json,/api/risk-assessment,post,RiskAssessment,X-TENANT-ID,header,True,string,The UiD of the tenant representing organization
riskquery_v1,risk,query,1.0,https://api.fenergox.com/riskquery/swagger/1.0/swagger.json,/api/risk-assessment/{taskId},get,GetRiskAssessmentByTaskId,taskId,path,True,string,Id of the task for returning risk assessment
riskquery_v1,risk,query,1.0,https://api.fenergox.com/riskquery/swagger/1.0/swagger.json,/api/risk-assessment/{taskId},get,GetRiskAssessmentByTaskId,X-TENANT-ID,header,True,string,The UiD of the tenant representing organization
riskquery_v1,risk,query,1.0,https://api.fenergox.com/riskquery/swagger/1.0/swagger.json,/api/risk-assessment/taskResults,post,GetRiskAssessments,X-TENANT-ID,header,True,string,The UiD of the tenant representing organization
riskquery_v1,risk,query,1.0,https://api.fenergox.com/riskquery/swagger/1.0/swagger.json,/api/risk-assessment/related-parties/{taskId},post,GetRiskAssessmentsForRelatedParties,taskId,path,True,string,Id of the task for returning related parties risk assessments
riskquery_v1,risk,query,1.0,https://api.fenergox.com/riskquery/swagger/1.0/swagger.json,/api/risk-assessment/related-parties/{taskId},post,GetRiskAssessmentsForRelatedParties,X-TENANT-ID,header,True,string,The UiD of the tenant representing organization
riskquery_v1,risk,query,1.0,https://api.fenergox.com/riskquery/swagger/1.0/swagger.json,/api/risk-assessment/related-parties/{taskId}/entity/{entityId},get,GetRiskAssessmentDetailsForRelatedParty,taskId,path,True,string,Id of the task for returning related party risk assessment
riskquery_v1,risk,query,1.0,https://api.fenergox.com/riskquery/swagger/1.0/swagger.json,/api/risk-assessment/related-parties/{taskId}/entity/{entityId},get,GetRiskAssessmentDetailsForRelatedParty,entityId,path,True,string,Id of the entity for returning related party risk assessment
riskquery_v1,risk,query,1.0,https://api.fenergox.com/riskquery/swagger/1.0/swagger.json,/api/risk-assessment/related-parties/{taskId}/entity/{entityId},get,GetRiskAssessmentDetailsForRelatedParty,X-TENANT-ID,header,True,string,The UiD of the tenant representing organization
riskquery_v1,risk,query,1.0,https://api.fenergox.com/riskquery/swagger/1.0/swagger.json,/api/risk-calculator-options,get,GetAllRiskCalculatorOptionModels,X-TENANT-ID,header,True,string,The UiD of the tenant representing organization
riskquery_v1,risk,query,1.0,https://api.fenergox.com/riskquery/swagger/1.0/swagger.json,/api/risk-calculator-options,post,,X-TENANT-ID,header,True,string,The UiD of the tenant representing organization
riskquery_v1,risk,query,1.0,https://api.fenergox.com/riskquery/swagger/1.0/swagger.json,/api/risk-calculator-options/{id},get,GetRiskCalculatorOptionModelById,id,path,True,string,The Id of the existing model
riskquery_v1,risk,query,1.0,https://api.fenergox.com/riskquery/swagger/1.0/swagger.json,/api/risk-calculator-options/{id},get,GetRiskCalculatorOptionModelById,X-TENANT-ID,header,True,string,The UiD of the tenant representing organization
riskquery_v1,risk,query,1.0,https://api.fenergox.com/riskquery/swagger/1.0/swagger.json,/api/risk-configuration,get,GetAllRiskConfigurationModels,X-TENANT-ID,header,True,string,The UiD of the tenant representing organization
riskquery_v1,risk,query,1.0,https://api.fenergox.com/riskquery/swagger/1.0/swagger.json,/api/risk-configuration/{id},get,GetRiskConfigurationModelById,id,path,True,string,The Id of the existing model
riskquery_v1,risk,query,1.0,https://api.fenergox.com/riskquery/swagger/1.0/swagger.json,/api/risk-configuration/{id},get,GetRiskConfigurationModelById,X-TENANT-ID,header,True,string,The UiD of the tenant representing organization
riskquery_v1,risk,query,1.0,https://api.fenergox.com/riskquery/swagger/1.0/swagger.json,/api/risk-configuration/{id}/version/{versionNumber},get,GetRiskConfigurationModelByVersionNumber,id,path,True,string,The Id of the existing model
riskquery_v1,risk,query,1.0,https://api.fenergox.com/riskquery/swagger/1.0/swagger.json,/api/risk-configuration/{id}/version/{versionNumber},get,GetRiskConfigurationModelByVersionNumber,versionNumber,path,True,integer,The version number to retrieve
riskquery_v1,risk,query,1.0,https://api.fenergox.com/riskquery/swagger/1.0/swagger.json,/api/risk-configuration/{id}/version/{versionNumber},get,GetRiskConfigurationModelByVersionNumber,X-TENANT-ID,header,True,string,The UiD of the tenant representing organization
riskquery_v1,risk,query,1.0,https://api.fenergox.com/riskquery/swagger/1.0/swagger.json,/api/risk-configuration/configuration-collection/{id},get,GetRiskConfigurationCollectionById,id,path,True,string,The Id of the collection to get
riskquery_v1,risk,query,1.0,https://api.fenergox.com/riskquery/swagger/1.0/swagger.json,/api/risk-configuration/configuration-collection/{id},get,GetRiskConfigurationCollectionById,X-TENANT-ID,header,True,string,The UiD of the tenant representing organization
riskquery_v1,risk,query,1.0,https://api.fenergox.com/riskquery/swagger/1.0/swagger.json,/api/risk-configuration/configuration-collection/{id}/configuration-item/{itemName},get,GetRiskConfigurationItemFromCollectionByItemName,id,path,True,string,The Id of the collection the item belongs to
riskquery_v1,risk,query,1.0,https://api.fenergox.com/riskquery/swagger/1.0/swagger.json,/api/risk-configuration/configuration-collection/{id}/configuration-item/{itemName},get,GetRiskConfigurationItemFromCollectionByItemName,itemName,path,True,string,The name of the item to get
riskquery_v1,risk,query,1.0,https://api.fenergox.com/riskquery/swagger/1.0/swagger.json,/api/risk-configuration/configuration-collection/{id}/configuration-item/{itemName},get,GetRiskConfigurationItemFromCollectionByItemName,X-TENANT-ID,header,True,string,The UiD of the tenant representing organization
riskquery_v1,risk,query,1.0,https://api.fenergox.com/riskquery/swagger/1.0/swagger.json,/api/risk-export,post,RiskConfigurationExport,X-TENANT-ID,header,True,string,The UiD of the tenant representing organization
riskquery_v1,risk,query,1.0,https://api.fenergox.com/riskquery/swagger/1.0/swagger.json,/api/risk-model,get,GetAllRiskModels,X-TENANT-ID,header,True,string,The UiD of the tenant representing organization
riskquery_v1,risk,query,1.0,https://api.fenergox.com/riskquery/swagger/1.0/swagger.json,/api/risk-model/{id},get,GetRiskModelById,id,path,True,string,The Id of the existing model
riskquery_v1,risk,query,1.0,https://api.fenergox.com/riskquery/swagger/1.0/swagger.json,/api/risk-model/{id},get,GetRiskModelById,X-TENANT-ID,header,True,string,The UiD of the tenant representing organization
riskquery_v1,risk,query,1.0,https://api.fenergox.com/riskquery/swagger/1.0/swagger.json,/api/risk-model/{id}/version/{versionNumber},get,GetRiskModelByVersionNumber,id,path,True,string,The Id of the existing model
riskquery_v1,risk,query,1.0,https://api.fenergox.com/riskquery/swagger/1.0/swagger.json,/api/risk-model/{id}/version/{versionNumber},get,GetRiskModelByVersionNumber,versionNumber,path,True,integer,The version number to retrieve
riskquery_v1,risk,query,1.0,https://api.fenergox.com/riskquery/swagger/1.0/swagger.json,/api/risk-model/{id}/version/{versionNumber},get,GetRiskModelByVersionNumber,X-TENANT-ID,header,True,string,The UiD of the tenant representing organization
riskquery_v1,risk,query,1.0,https://api.fenergox.com/riskquery/swagger/1.0/swagger.json,/api/scoping-rule-set,get,GetAllScopingRuleSetsLite,X-TENANT-ID,header,True,string,The UiD of the tenant representing organization
riskquery_v1,risk,query,1.0,https://api.fenergox.com/riskquery/swagger/1.0/swagger.json,/api/scoping-rule-set/{scopingRuleSetId},get,GetCurrentScopingRuleSetVersionByRuleSetId,scopingRuleSetId,path,True,string,Scoping rule set id
riskquery_v1,risk,query,1.0,https://api.fenergox.com/riskquery/swagger/1.0/swagger.json,/api/scoping-rule-set/{scopingRuleSetId},get,GetCurrentScopingRuleSetVersionByRuleSetId,X-TENANT-ID,header,True,string,The UiD of the tenant representing organization
riskquery_v1,risk,query,1.0,https://api.fenergox.com/riskquery/swagger/1.0/swagger.json,/api/scoping-rule-set/{scopingRuleSetId}/version/{versionNumber},get,GetScopingRuleSetVersionByRuleSetIdAndVersionNumber,scopingRuleSetId,path,True,string,Scoping rule set id
riskquery_v1,risk,query,1.0,https://api.fenergox.com/riskquery/swagger/1.0/swagger.json,/api/scoping-rule-set/{scopingRuleSetId}/version/{versionNumber},get,GetScopingRuleSetVersionByRuleSetIdAndVersionNumber,versionNumber,path,True,integer,Scoping rule set version number
riskquery_v1,risk,query,1.0,https://api.fenergox.com/riskquery/swagger/1.0/swagger.json,/api/scoping-rule-set/{scopingRuleSetId}/version/{versionNumber},get,GetScopingRuleSetVersionByRuleSetIdAndVersionNumber,X-TENANT-ID,header,True,string,The UiD of the tenant representing organization
riskquery_v1,risk,query,1.0,https://api.fenergox.com/riskquery/swagger/1.0/swagger.json,/api/threshold-model,get,GetAllThresholdModels,X-TENANT-ID,header,True,string,The UiD of the tenant representing organization
riskquery_v1,risk,query,1.0,https://api.fenergox.com/riskquery/swagger/1.0/swagger.json,/api/threshold-model/{id},get,GetThresholdModelById,id,path,True,string,The Id of the existing model
riskquery_v1,risk,query,1.0,https://api.fenergox.com/riskquery/swagger/1.0/swagger.json,/api/threshold-model/{id},get,GetThresholdModelById,X-TENANT-ID,header,True,string,The UiD of the tenant representing organization
riskquery_v1,risk,query,1.0,https://api.fenergox.com/riskquery/swagger/1.0/swagger.json,/api/threshold-model/{id}/version/{versionNumber},get,GetThresholdModelByVersionNumber,id,path,True,string,The Id of the existing model
riskquery_v1,risk,query,1.0,https://api.fenergox.com/riskquery/swagger/1.0/swagger.json,/api/threshold-model/{id}/version/{versionNumber},get,GetThresholdModelByVersionNumber,versionNumber,path,True,integer,The version number to retrieve
riskquery_v1,risk,query,1.0,https://api.fenergox.com/riskquery/swagger/1.0/swagger.json,/api/threshold-model/{id}/version/{versionNumber},get,GetThresholdModelByVersionNumber,X-TENANT-ID,header,True,string,The UiD of the tenant representing organization
